track_id,wave,t_birth_s,t_last_s,n_frames,r_birth_gpx,r_birth_m_lo119,r_birth_m_hi125,r_min_gpx,r_min_m_lo119,r_min_m_hi125,at_frustum_boundary,G_MAX,N_MIN,H_GAP,basis
T03069,160,852.5833,852.6667,6,768.74,6.46,6.1499,768.74,6.46,6.1499,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03070,160,852.6333,852.7167,6,501.58,4.215,4.0126,501.58,4.215,4.0126,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03071,160,852.6333,853.05,19,1073.58,9.0216,8.5886,1058.29,8.8932,8.4663,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03072,160,852.65,852.95,12,529.63,4.4507,4.237,516.19,4.3377,4.1295,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03073,160,852.65,853.1833,17,350.16,2.9425,2.8013,345.44,2.9029,2.7635,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03074,160,852.6833,852.9333,10,329.93,2.7725,2.6395,329.93,2.7725,2.6395,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03075,160,852.75,853.6,52,1066.84,8.9651,8.5347,1040.13,8.7406,8.321,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03076,160,852.7667,852.85,6,348.95,2.9323,2.7916,340.81,2.864,2.7265,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03077,160,852.7833,853.1667,9,393.62,3.3078,3.149,392.01,3.2942,3.1361,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03078,160,852.8833,853.1,8,518.89,4.3604,4.1511,471.68,3.9637,3.7735,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03079,160,852.9333,853.2333,12,789.48,6.6343,6.3158,777.21,6.5312,6.2177,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03080,160,853.0,853.2167,6,405.97,3.4115,3.2478,405.97,3.4115,3.2478,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03081,160,853.0,853.3333,15,322.12,2.7069,2.577,233.79,1.9646,1.8703,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03082,160,853.0667,854.0667,59,1034.87,8.6964,8.279,704.81,5.9227,5.6385,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03083,160,853.2333,853.4167,6,348.38,2.9275,2.787,301.22,2.5313,2.4098,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03084,160,853.3167,853.5833,8,211.64,1.7785,1.6932,113.13,0.9506,0.905,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03085,160,853.3667,853.8,7,43.98,0.3695,0.3518,41.53,0.349,0.3323,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03086,160,853.4,853.7167,9,273.54,2.2987,2.1883,187.13,1.5725,1.497,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03087,160,853.4667,853.7,13,173.46,1.4577,1.3877,131.83,1.1078,1.0546,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03088,160,853.4667,853.7167,7,313.11,2.6312,2.5049,235.1,1.9756,1.8808,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03089,160,853.4667,853.8833,12,273.79,2.3007,2.1903,232.94,1.9575,1.8635,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03090,160,853.4833,853.75,9,289.54,2.4331,2.3163,223.8,1.8807,1.7904,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03091,160,853.55,854.1667,18,325.84,2.7381,2.6067,288.59,2.4251,2.3087,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03092,160,853.5667,853.7667,8,351.56,2.9543,2.8125,348.15,2.9256,2.7852,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03093,160,853.5667,853.8167,8,785.29,6.5991,6.2823,781.67,6.5687,6.2534,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03094,160,853.6,853.75,10,659.22,5.5396,5.2737,659.22,5.5396,5.2737,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03095,160,853.6,853.8,8,664.8,5.5866,5.3184,664.8,5.5866,5.3184,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03096,160,853.6,853.9,19,570.3,4.7924,4.5624,566.02,4.7565,4.5281,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03097,160,853.6,853.9167,8,820.76,6.8972,6.5661,811.96,6.8232,6.4957,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03098,160,853.6,854.5833,58,562.48,4.7267,4.4998,557.9,4.6882,4.4632,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03099,160,853.65,853.8,7,64.33,0.5406,0.5147,54.96,0.4619,0.4397,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03100,160,853.6667,853.9667,10,749.08,6.2948,5.9926,712.18,5.9847,5.6974,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03101,160,853.8333,854.0333,6,21.73,0.1826,0.1738,20.02,0.1682,0.1602,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03102,160,853.8333,854.3167,28,1055.06,8.8661,8.4405,1050.53,8.828,8.4043,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03103,160,853.9,854.05,7,44.87,0.3771,0.359,44.87,0.3771,0.359,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03104,160,853.9833,854.1833,7,343.3,2.8849,2.7464,343.3,2.8849,2.7464,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03105,160,853.9833,854.3167,9,325.98,2.7394,2.6079,325.98,2.7394,2.6079,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03106,160,854.0,854.6167,16,298.88,2.5116,2.3911,279.82,2.3514,2.2386,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03107,160,854.0333,854.1167,6,252.49,2.1217,2.0199,252.49,2.1217,2.0199,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03108,160,854.0333,854.2333,7,349.99,2.9411,2.7999,346.08,2.9083,2.7687,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03109,160,854.05,854.1833,8,1200.71,10.09,9.6057,1200.71,10.09,9.6057,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03110,160,854.0667,854.2333,6,157.02,1.3195,1.2561,157.02,1.3195,1.2561,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03111,160,854.0667,854.2333,9,1183.41,9.9446,9.4673,1183.41,9.9446,9.4673,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03112,160,854.0667,854.8167,13,173.99,1.4621,1.3919,173.99,1.4621,1.3919,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03113,160,854.1167,854.4333,8,262.01,2.2018,2.0961,262.01,2.2018,2.0961,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03114,160,854.15,854.2667,6,447.61,3.7614,3.5809,446.59,3.7528,3.5727,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03115,160,854.15,854.5833,25,499.59,4.1982,3.9967,499.44,4.1969,3.9955,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03116,160,854.15,854.6667,16,91.96,0.7728,0.7357,45.22,0.38,0.3618,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03117,160,854.2333,854.5833,19,446.93,3.7557,3.5755,444.13,3.7322,3.5531,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03118,160,854.2333,855.0333,21,165.45,1.3903,1.3236,155.33,1.3053,1.2427,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03119,160,854.25,854.4667,14,460.02,3.8657,3.6802,456.73,3.8381,3.6538,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03120,160,854.4833,855.0833,21,100.88,0.8477,0.8071,33.89,0.2848,0.2712,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03121,160,854.5,854.6,7,91.91,0.7723,0.7353,91.91,0.7723,0.7353,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03122,160,854.5833,854.7833,6,8.44,0.0709,0.0675,8.44,0.0709,0.0675,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03123,160,854.5833,854.8167,7,194.61,1.6354,1.5569,194.61,1.6354,1.5569,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03124,160,854.6333,854.9833,10,351.65,2.955,2.8132,351.65,2.955,2.8132,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03125,160,854.6667,855.3333,34,188.86,1.5871,1.5109,188.86,1.5871,1.5109,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03126,160,854.7667,855.1333,19,54.51,0.4581,0.4361,9.36,0.0787,0.0749,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03127,160,854.7667,856.6333,101,669.14,5.623,5.3531,27.46,0.2308,0.2197,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03128,160,854.9167,855.4167,11,581.34,4.8852,4.6507,459.03,3.8574,3.6723,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03129,160,854.95,855.2,9,515.56,4.3324,4.1244,515.56,4.3324,4.1244,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03130,160,855.0,855.8667,22,259.43,2.1801,2.0754,201.5,1.6933,1.612,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03131,160,855.05,855.4333,14,282.48,2.3738,2.2599,282.48,2.3738,2.2599,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03132,160,855.1,855.3167,9,401.12,3.3708,3.209,401.12,3.3708,3.209,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03133,160,855.1667,855.3167,6,283.82,2.3851,2.2706,281.9,2.3689,2.2552,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03134,160,855.2,855.6833,30,1058.56,8.8954,8.4685,1057.67,8.8879,8.4613,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03135,160,855.2167,855.6667,14,206.88,1.7385,1.6551,206.88,1.7385,1.6551,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03136,160,855.2333,855.4333,6,313.16,2.6316,2.5053,313.16,2.6316,2.5053,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03137,160,855.25,855.35,7,685.79,5.763,5.4863,685.79,5.763,5.4863,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03138,160,855.2833,856.0667,27,569.35,4.7845,4.5548,569.35,4.7845,4.5548,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03139,160,855.35,855.85,29,458.21,3.8505,3.6656,453.77,3.8132,3.6302,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03140,160,855.3667,855.5333,6,851.36,7.1543,6.8109,851.36,7.1543,6.8109,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03141,160,855.4,856.3,26,17.06,0.1433,0.1365,9.52,0.08,0.0762,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03142,160,855.5833,855.7167,6,65.43,0.5498,0.5234,58.45,0.4912,0.4676,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03143,160,855.6,855.7167,6,515.18,4.3293,4.1215,515.18,4.3293,4.1215,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03144,160,855.6833,856.1167,20,26.44,0.2222,0.2115,26.44,0.2222,0.2115,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03145,160,855.7167,856.1667,16,546.14,4.5894,4.3691,496.03,4.1683,3.9682,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03146,160,855.8,856.1667,17,637.64,5.3584,5.1012,626.91,5.2682,5.0153,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03147,160,855.85,856.1167,9,792.38,6.6587,6.3391,757.24,6.3633,6.0579,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03148,160,855.85,856.2,15,729.36,6.1291,5.8349,729.36,6.1291,5.8349,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03149,160,855.8667,856.2,12,533.61,4.4842,4.2689,533.61,4.4842,4.2689,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03150,160,855.8833,856.25,13,684.04,5.7482,5.4723,653.02,5.4876,5.2242,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03151,160,855.9333,856.1333,7,332.76,2.7963,2.6621,295.58,2.4839,2.3646,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03152,160,855.9833,856.0833,6,564.39,4.7427,4.5151,564.39,4.7427,4.5151,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03153,160,855.9833,856.1833,8,216.89,1.8226,1.7351,121.82,1.0237,0.9745,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03154,160,856.05,856.2,6,542.98,4.5629,4.3439,542.98,4.5629,4.3439,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03155,160,856.05,856.3167,12,13.51,0.1135,0.1081,10.44,0.0877,0.0835,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03156,160,856.0667,856.2,6,625.48,5.2561,5.0038,621.97,5.2267,4.9758,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03157,160,856.0833,856.2667,8,236.36,1.9862,1.8909,230.67,1.9384,1.8453,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03158,160,856.1,856.2167,6,675.32,5.6749,5.4025,656.77,5.5191,5.2541,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03159,160,856.1,856.6833,13,285.26,2.3972,2.2821,244.86,2.0576,1.9588,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03160,160,856.1333,856.3,6,120.48,1.0125,0.9639,100.35,0.8433,0.8028,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03161,160,856.1333,856.75,20,257.0,2.1597,2.056,218.39,1.8352,1.7471,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03162,160,856.45,856.8833,16,878.34,7.381,7.0267,844.61,7.0976,6.7569,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03163,160,856.4667,856.6167,6,815.5,6.8529,6.524,815.5,6.8529,6.524,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03164,160,856.5333,856.8167,13,77.08,0.6477,0.6166,77.08,0.6477,0.6166,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03165,160,856.5333,856.95,24,65.64,0.5516,0.5251,48.79,0.41,0.3903,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03166,160,856.5333,857.2167,23,17.8,0.1496,0.1424,14.35,0.1206,0.1148,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03167,160,856.5667,856.8833,8,969.97,8.151,7.7598,959.15,8.0601,7.6732,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03168,160,856.8,856.9833,9,991.24,8.3298,7.93,969.98,8.1511,7.7598,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03169,160,856.8,857.0167,13,819.2,6.8841,6.5536,817.64,6.8709,6.5411,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03170,160,856.8833,857.2,11,72.68,0.6108,0.5814,37.18,0.3125,0.2975,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03171,160,856.9167,857.2,13,871.98,7.3275,6.9758,852.12,7.1606,6.8169,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03172,160,856.95,857.65,16,259.4,2.1799,2.0752,256.06,2.1518,2.0485,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03173,160,857.0,857.1833,6,263.52,2.2145,2.1082,256.96,2.1593,2.0557,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03174,160,857.0,857.6667,15,273.16,2.2955,2.1853,225.86,1.898,1.8069,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03175,160,857.0333,857.25,6,316.76,2.6619,2.5341,316.76,2.6619,2.5341,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03176,160,857.0833,857.1833,6,59.03,0.496,0.4722,49.61,0.4169,0.3969,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03177,160,857.0833,857.2333,7,175.19,1.4722,1.4015,160.05,1.345,1.2804,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03178,160,857.0833,857.75,14,205.36,1.7257,1.6429,171.15,1.4382,1.3692,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03179,160,857.1,857.2667,9,301.94,2.5373,2.4155,261.43,2.1969,2.0915,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03180,160,857.1,857.5167,8,236.25,1.9853,1.89,170.54,1.4331,1.3643,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03181,160,857.1333,857.25,6,86.32,0.7254,0.6906,86.25,0.7248,0.69,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03182,160,857.1833,858.15,44,40.99,0.3445,0.3279,32.65,0.2744,0.2612,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03183,160,857.45,857.7,7,928.4,7.8017,7.4272,928.4,7.8017,7.4272,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03184,160,857.4833,858.3333,15,287.0,2.4117,2.296,134.22,1.1279,1.0738,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03185,160,857.5,857.75,10,986.35,8.2886,7.8908,978.18,8.22,7.8255,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03186,160,857.55,857.6667,6,881.08,7.404,7.0486,881.08,7.404,7.0486,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03187,160,857.6167,857.8,6,132.2,1.1109,1.0576,132.2,1.1109,1.0576,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03188,160,857.65,857.75,7,243.48,2.046,1.9478,243.48,2.046,1.9478,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03189,160,857.65,857.95,10,195.32,1.6413,1.5626,189.48,1.5923,1.5159,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03190,160,857.7667,857.9,6,1148.94,9.6549,9.1915,1148.94,9.6549,9.1915,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03191,160,857.7833,857.9833,6,328.02,2.7564,2.6241,314.0,2.6387,2.512,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03192,160,857.7833,858.0167,9,59.89,0.5033,0.4791,50.7,0.4261,0.4056,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03193,160,857.8333,858.2333,10,371.15,3.1189,2.9692,252.53,2.1221,2.0202,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03194,160,857.8667,858.1,11,1031.52,8.6682,8.2522,1031.52,8.6682,8.2522,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03195,160,857.8833,859.3,65,58.6,0.4925,0.4688,52.67,0.4426,0.4214,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03196,160,857.9333,858.15,7,12.27,0.1031,0.0981,12.27,0.1031,0.0981,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03197,160,857.9333,858.1833,9,404.22,3.3968,3.2338,347.09,2.9167,2.7767,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03198,160,858.0333,858.2333,7,1188.83,9.9901,9.5106,1146.93,9.6381,9.1754,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03199,160,858.05,858.2667,8,12.28,0.1032,0.0982,8.9,0.0748,0.0712,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03200,160,858.1333,858.6833,16,290.44,2.4407,2.3236,244.4,2.0538,1.9552,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03201,160,858.15,858.3667,6,300.35,2.524,2.4028,287.92,2.4195,2.3034,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03202,160,858.1833,858.55,7,247.34,2.0785,1.9787,202.43,1.7011,1.6195,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03203,160,858.2333,858.5,6,648.34,5.4482,5.1867,612.49,5.147,4.8999,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03204,160,858.3167,859.7333,80,102.47,0.8611,0.8198,102.47,0.8611,0.8198,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03205,160,858.3333,858.4833,6,63.42,0.533,0.5074,20.19,0.1697,0.1616,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03206,160,858.3333,858.5167,7,150.99,1.2688,1.2079,95.81,0.8051,0.7665,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03207,160,858.3333,858.5833,7,88.34,0.7424,0.7067,66.21,0.5564,0.5297,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03208,160,858.3833,858.6167,9,200.22,1.6825,1.6017,200.22,1.6825,1.6017,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03209,160,858.3833,858.7833,12,151.92,1.2767,1.2154,142.6,1.1983,1.1408,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03210,160,858.4333,858.8333,9,135.62,1.1397,1.085,79.73,0.67,0.6378,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03211,160,858.4667,858.7,11,251.06,2.1098,2.0085,185.04,1.5549,1.4803,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03212,160,858.4667,858.75,8,185.36,1.5577,1.4829,166.64,1.4003,1.3331,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03213,160,858.5333,859.0833,13,295.52,2.4834,2.3642,283.38,2.3814,2.2671,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
